	PO59	PO47	SD1	PO82	PO78	PO81	SD22	PO44	SD37	SD43	PO57	PO61	SD18	SD35	PO65	SD32	PO76	SD7	SD30	SD23	SD15	SD26	SD38	SD28	SD24	SD9	SD27	PO60	PO79	PO80	SD39	CLASS
1861	0	6	39	0	0	0	2	0	1	5	0	0	6	8	0	8	0	4	9	4	6	1	6	5	4	2	2	0	0	0	2	0
1862	5	6	41	0	0	0	4	2	0	4	0	0	6	7	1	7	0	6	2	2	5	2	4	5	4	2	2	0	0	1	5	0
1863	0	0	18	0	0	0	5	2	8	2	0	0	0	6	1	2	0	3	9	0	0	2	1	2	2	5	5	0	0	0	0	0
1864	3	0	1	0	0	0	6	0	1	8	0	0	0	2	0	6	0	5	0	0	5	4	1	0	1	3	1	0	0	1	6	0
1865	2	0	39	0	0	0	2	0	6	5	0	0	5	7	0	5	0	5	7	3	1	1	2	3	1	1	2	0	0	1	2	0
1866	3	6	38	0	0	0	5	1	5	4	0	0	3	6	1	5	1	5	7	1	3	2	2	4	2	1	2	0	0	1	2	0
1867	0	6	9	0	0	0	3	0	6	4	0	0	6	9	0	6	0	4	8	3	6	2	2	5	4	5	1	0	0	0	1	0
1868	4	0	3	0	0	0	4	1	3	6	0	0	6	5	1	5	0	5	4	0	3	0	3	0	0	4	2	0	0	1	0	0
1869	4	0	34	0	0	0	3	2	2	6	0	0	6	8	1	7	0	5	2	3	4	1	5	5	2	2	2	0	0	1	2	0
1870	0	0	39	0	0	0	4	0	1	5	0	0	6	5	0	5	0	6	2	0	8	2	4	3	3	3	2	0	0	0	2	0
1871	5	6	33	0	0	0	2	2	0	3	0	0	7	7	1	7	0	6	1	1	4	2	5	5	5	1	2	0	0	1	4	0
1872	4	6	35	0	0	0	2	2	2	5	0	0	4	5	1	7	0	5	2	2	4	1	4	3	3	3	3	0	0	1	3	1
1873	2	0	32	0	0	0	2	1	4	1	0	0	6	7	1	5	0	5	5	3	5	1	4	5	3	3	1	0	0	1	1	0
1874	0	0	31	0	0	0	4	0	1	1	0	0	8	4	0	9	0	3	4	1	4	1	4	4	5	6	0	0	0	0	4	0
1875	0	5	3	0	0	0	3	0	4	6	0	0	4	6	0	6	0	5	4	2	3	2	2	4	2	3	2	0	0	0	3	0
1876	0	6	35	0	0	0	2	0	0	5	0	0	6	6	0	5	0	4	2	3	4	1	6	3	2	4	5	0	0	0	2	0
1877	4	6	12	0	0	0	7	2	0	7	0	0	1	7	1	7	0	5	0	1	5	3	5	1	2	4	6	0	0	1	4	1
1878	5	0	2	0	0	0	1	0	1	6	0	0	1	1	0	3	0	4	0	0	5	1	3	1	1	2	0	0	0	1	4	0
1879	0	0	40	0	0	0	0	0	0	3	0	0	0	5	0	6	0	6	3	0	5	5	6	0	0	3	0	0	0	0	4	0
1880	0	0	29	0	0	0	3	0	3	3	0	0	5	8	0	6	0	6	4	2	5	2	5	5	1	2	0	0	0	0	1	0
1881	0	6	5	0	0	0	4	0	4	4	0	0	4	3	0	6	0	7	2	0	4	3	1	2	1	1	3	0	0	0	3	0
1882	3	6	3	0	0	0	2	2	2	6	0	0	2	3	1	5	0	7	2	1	4	2	1	2	1	2	1	0	0	1	3	0
1883	5	0	36	0	0	0	3	0	2	3	0	0	5	6	0	7	0	6	4	1	5	2	4	3	3	3	2	0	0	1	2	0
1884	2	0	4	0	0	0	4	0	1	6	0	0	3	5	0	6	0	4	3	2	4	2	5	2	1	3	4	0	0	1	3	0
1885	0	5	29	0	0	0	6	0	4	3	0	0	3	7	0	7	0	5	5	2	3	5	4	3	2	2	1	0	0	0	2	0
1886	4	6	33	0	0	0	3	2	3	3	0	0	5	6	1	8	0	3	1	4	8	2	5	6	1	4	0	0	0	1	2	0
1887	3	0	36	0	0	0	2	0	1	3	0	0	4	7	0	6	0	3	2	1	4	1	3	2	6	2	4	0	0	1	5	0
1888	0	0	23	0	0	0	4	0	4	3	0	0	5	8	0	4	0	2	9	3	3	1	2	6	3	6	2	0	0	0	4	0
1889	0	6	22	0	0	0	6	0	3	2	0	0	2	6	0	3	0	5	9	1	1	4	4	3	3	2	3	0	0	0	3	0
1890	4	0	33	0	0	0	4	2	4	3	0	0	5	7	1	5	0	3	5	4	5	0	3	4	1	5	2	0	0	1	2	0
1891	4	6	8	0	0	0	4	2	1	7	0	0	2	5	1	7	0	5	1	3	7	3	3	3	1	3	2	0	0	1	4	1
1892	0	0	8	0	0	0	3	0	2	7	0	0	2	2	0	6	0	8	2	2	8	3	3	2	1	1	1	0	0	0	3	0
1893	5	6	41	0	0	0	2	0	1	4	0	0	3	2	0	3	0	7	0	0	6	2	5	1	1	2	5	0	0	1	4	0
1894	1	6	36	0	0	0	0	2	5	3	0	0	7	7	1	5	0	4	3	3	5	0	4	3	3	4	2	0	0	1	0	0
1895	6	0	41	0	0	0	2	0	0	4	0	0	7	6	0	6	0	5	2	0	6	2	0	2	3	3	6	0	0	1	9	0
1896	3	6	3	0	0	0	2	0	2	6	0	0	1	3	0	7	0	4	6	0	2	0	4	2	1	5	2	0	0	1	4	0
1897	3	6	34	0	0	0	0	2	0	6	0	0	9	7	1	6	0	4	9	5	9	0	4	5	4	3	0	0	0	1	5	0
1898	3	0	38	0	0	0	3	2	0	4	0	0	4	6	1	6	0	3	7	2	2	1	2	3	4	1	3	0	0	1	4	1
1899	2	5	26	0	0	0	3	2	3	1	0	0	3	5	1	5	0	4	8	3	1	2	3	4	3	4	3	0	0	1	3	0
1900	3	0	9	0	0	0	3	0	0	4	0	0	5	9	0	7	0	6	4	4	8	0	9	4	3	3	5	0	0	1	0	0
1901	4	6	39	0	0	0	3	2	3	5	0	0	5	7	1	4	0	5	5	2	4	2	5	3	3	3	2	0	0	1	1	0
1902	0	0	12	0	0	0	2	0	0	7	0	0	4	7	0	9	0	7	4	5	8	0	4	5	0	0	3	0	0	0	5	0
1903	5	0	1	0	0	0	9	0	0	8	0	0	0	5	0	6	0	4	0	0	9	0	0	0	0	4	6	0	0	3	5	0
1904	0	6	32	0	0	0	2	0	3	1	0	0	6	7	0	6	0	5	6	3	4	1	4	4	2	3	2	0	0	0	2	0
1905	3	6	31	0	0	0	3	2	6	1	0	0	6	7	1	5	0	8	6	2	5	2	3	4	4	1	2	0	0	1	1	0
1906	0	0	33	0	0	0	2	0	0	3	0	0	3	6	0	6	0	5	0	0	6	4	7	0	0	3	4	0	0	0	0	0
1907	0	6	38	0	0	0	4	0	2	4	0	0	5	6	0	5	0	3	2	2	4	3	4	3	2	4	3	0	0	0	2	0
1908	0	0	38	0	0	0	7	0	0	4	0	0	3	7	0	9	0	2	4	0	7	3	7	3	2	5	4	0	0	0	0	0
1909	0	0	6	0	0	0	2	0	1	8	0	0	2	3	0	5	0	4	0	0	4	1	3	2	2	2	0	0	0	0	4	0
1910	0	6	36	0	0	0	4	0	1	3	0	0	6	9	0	7	0	5	4	2	3	0	7	5	4	1	4	0	0	0	2	0
1911	0	5	3	0	0	0	2	0	0	6	0	0	3	7	0	7	0	5	4	0	3	0	4	2	3	4	2	0	0	0	5	0
1912	3	0	38	0	0	0	3	2	3	4	0	0	5	7	1	6	1	4	5	2	3	2	4	5	4	4	2	0	0	1	3	0
1913	0	5	39	0	0	0	3	0	2	5	0	0	4	6	0	6	0	4	1	2	6	1	4	2	2	3	5	0	0	0	3	0
1914	4	0	11	0	0	0	2	2	3	6	0	0	4	5	1	6	0	4	4	2	4	2	3	3	1	4	3	0	0	1	3	0
1915	0	0	33	0	0	0	1	0	3	3	0	0	8	9	0	6	0	2	3	6	6	1	5	8	3	5	1	0	0	0	2	0
1916	0	0	40	0	0	0	0	0	2	3	0	0	5	9	0	6	0	6	0	0	5	0	3	0	0	3	6	0	0	0	5	0
1917	3	0	33	0	0	0	1	0	3	3	0	0	8	9	0	6	0	2	3	6	6	1	5	8	3	5	1	0	0	1	2	0
1918	4	6	38	0	0	0	3	2	0	4	0	0	8	8	1	7	0	4	3	6	3	1	7	8	0	4	1	0	0	1	2	0
1919	0	6	3	0	0	0	2	0	0	6	0	0	3	7	0	7	0	5	4	0	3	0	4	2	3	4	2	0	0	0	5	1
1920	0	5	3	0	0	0	6	0	5	6	0	0	3	7	0	5	0	5	7	0	0	4	4	2	3	4	2	0	0	0	0	0
1921	0	0	31	0	0	0	4	0	5	1	0	0	6	7	0	6	0	4	9	2	3	2	4	5	4	5	2	0	0	0	1	0
1922	3	0	9	0	0	0	7	2	4	4	0	0	2	9	1	9	0	5	9	0	3	3	5	2	2	4	5	0	0	1	0	0
1923	0	6	33	0	0	0	2	0	0	3	0	0	7	7	0	7	0	6	1	1	4	2	5	5	5	1	2	0	0	0	4	1
1924	0	5	7	0	0	0	2	0	2	6	0	0	5	6	0	6	0	5	2	4	2	2	4	3	1	3	1	0	0	0	4	0
1925	0	0	26	0	0	0	3	1	7	1	0	0	6	5	1	2	0	4	8	2	2	1	1	4	3	3	2	0	0	0	0	0
1926	1	5	9	0	0	0	5	2	3	4	0	0	1	4	1	7	0	3	6	1	5	3	4	1	1	4	4	0	0	1	3	0
1927	0	6	33	0	0	0	3	0	2	3	0	0	5	8	0	7	0	5	3	3	5	1	5	2	2	2	5	0	0	0	2	0
1928	0	6	32	0	0	0	2	0	0	1	0	0	7	9	0	5	0	7	2	4	5	0	5	5	2	2	4	0	0	0	4	0
1929	0	5	33	0	0	0	3	0	7	3	0	0	6	7	0	7	0	3	9	3	7	1	2	6	4	4	1	0	0	0	1	0
1930	0	6	5	0	0	0	6	0	2	3	0	0	2	6	0	6	0	3	7	1	5	3	6	2	2	4	2	0	0	0	2	0
1931	2	0	9	0	0	0	4	2	2	4	0	0	2	5	1	9	0	4	2	2	6	3	3	2	1	3	3	0	0	1	5	0
1932	4	6	1	0	0	0	2	2	1	8	0	0	2	3	1	6	0	4	0	1	4	2	3	2	1	3	3	0	0	1	4	0
1933	3	6	1	0	0	0	1	2	1	8	0	0	1	2	1	5	0	5	1	1	8	1	1	1	1	1	1	0	0	1	7	0
1934	2	0	32	0	0	0	3	2	3	1	0	0	4	7	1	5	0	5	7	3	5	2	5	4	2	4	2	0	0	1	2	0
1935	0	0	8	0	0	0	7	2	0	7	0	0	0	6	1	7	0	2	0	0	7	6	0	0	0	4	0	0	0	0	5	1
1936	0	6	33	0	0	0	3	0	2	3	0	0	5	6	0	6	0	5	3	2	6	3	4	4	3	3	2	0	0	0	3	0
1937	4	6	30	0	0	0	0	2	0	2	0	0	7	7	1	5	0	4	5	0	4	0	7	2	9	4	2	0	0	1	0	0
1938	3	0	41	0	0	0	2	2	3	4	0	0	4	8	1	7	0	5	5	2	5	2	2	4	2	4	1	0	0	1	4	0
1939	4	5	35	0	0	0	2	2	5	5	0	0	7	8	1	5	1	7	3	3	3	0	2	6	5	2	3	0	0	1	3	0
1940	0	0	13	0	0	0	3	0	2	6	0	0	1	5	0	7	0	4	4	0	6	2	2	2	1	3	1	0	0	0	6	0
1941	0	6	39	0	0	0	2	0	4	5	0	0	6	7	0	7	0	6	2	3	6	0	3	6	3	3	2	0	0	0	3	0
1942	6	0	4	0	0	0	3	0	3	6	0	0	4	7	0	6	0	5	3	2	3	2	2	3	2	3	2	0	0	1	4	0
1943	0	0	38	0	0	0	2	0	2	4	0	0	9	8	0	8	0	4	5	4	5	0	4	7	4	5	0	0	0	0	4	0
1944	0	6	39	0	0	0	4	0	2	5	0	0	6	5	0	6	0	4	6	3	3	1	2	6	2	4	2	0	0	0	5	0
1945	3	0	39	0	0	0	2	2	3	5	0	0	5	7	1	5	0	5	7	3	7	3	5	4	3	4	1	0	0	1	2	0
1946	0	0	33	0	0	0	2	0	7	3	0	0	7	7	0	2	0	4	7	0	4	0	2	1	7	4	2	0	0	0	0	0
1947	0	0	6	0	0	0	4	0	1	8	0	0	3	5	0	7	0	4	2	2	6	2	3	3	1	3	3	0	0	0	5	0
1948	2	5	31	0	0	0	0	2	7	1	0	0	7	9	1	6	0	2	9	3	3	0	2	5	6	4	2	0	0	1	0	0
1949	0	5	13	0	0	0	7	0	2	6	0	0	5	6	0	9	0	7	0	2	8	3	4	5	1	2	2	0	0	0	4	0
1950	4	0	36	0	0	0	0	2	4	3	0	0	9	9	1	5	0	4	9	5	2	0	4	7	4	5	0	0	0	1	2	0
1951	0	6	20	0	0	0	1	0	5	2	0	0	6	9	0	4	0	3	8	5	3	1	2	6	4	3	1	0	0	0	2	0
1952	4	5	11	0	0	0	1	2	0	6	0	0	4	4	1	6	0	5	0	3	2	1	2	3	4	4	6	0	0	1	7	0
1953	2	5	5	0	0	0	2	2	9	3	0	0	5	9	1	0	0	5	9	1	0	4	0	5	1	0	0	0	0	1	0	0
1954	0	5	23	0	0	0	4	0	4	3	0	0	2	5	0	5	0	6	9	3	1	3	3	4	2	2	2	0	0	0	3	0
1955	1	0	24	0	0	0	6	0	2	2	0	0	3	4	0	7	0	1	1	1	4	2	7	5	2	8	2	0	0	1	1	0
1956	0	0	32	0	0	0	2	0	7	1	0	0	5	9	0	5	0	9	4	5	4	0	2	6	2	0	3	0	0	0	0	0
1957	3	0	31	0	0	0	4	2	1	1	0	0	8	4	1	9	0	3	4	1	4	1	4	4	5	6	0	0	0	1	4	0
1958	0	6	33	0	0	0	2	0	3	3	0	0	4	5	0	7	0	4	3	3	4	1	2	3	1	5	3	0	0	0	3	0
1959	0	0	2	0	0	0	2	0	0	6	0	0	2	2	0	5	0	2	9	0	5	2	0	0	0	5	4	0	0	0	7	0
1960	5	0	3	0	0	0	4	0	0	6	0	0	5	7	0	7	0	6	3	2	4	3	4	4	4	2	2	0	0	1	5	0
1961	3	0	13	0	0	0	5	0	0	7	0	0	2	7	0	5	0	3	4	1	4	3	5	2	3	4	3	0	0	1	3	0
1962	4	0	36	0	0	0	1	2	2	3	0	0	6	5	1	7	0	4	2	4	3	1	4	4	2	4	2	0	0	1	3	0
1963	0	6	13	0	0	0	7	0	1	6	0	0	2	6	0	8	0	7	2	2	5	4	6	2	1	2	3	0	0	0	2	0
1964	0	0	23	0	0	0	2	0	5	3	0	0	4	6	0	7	0	2	6	3	2	2	0	4	1	3	0	0	0	0	0	0
1965	0	0	1	0	0	0	2	0	0	8	0	0	1	5	0	6	0	5	0	0	3	4	2	2	0	2	1	0	0	0	7	0
1966	0	6	32	0	0	0	3	0	3	1	0	0	5	7	0	4	0	5	5	2	4	2	5	3	3	3	2	0	0	0	1	0
1967	0	0	40	0	0	0	3	0	1	3	0	0	3	9	0	6	0	1	0	0	8	1	6	0	0	3	6	0	0	0	3	0
1968	0	0	31	0	0	0	3	0	6	1	0	0	6	7	0	5	0	8	6	2	5	2	3	4	4	1	2	0	0	0	1	0
1969	0	6	30	0	0	0	0	0	3	2	0	0	5	5	0	5	0	2	0	0	0	4	3	0	0	4	5	0	0	0	3	0
1970	0	0	27	0	0	0	2	1	2	1	0	0	9	9	1	7	0	4	9	3	4	0	7	3	3	3	2	0	0	0	0	0
1971	0	6	33	0	0	0	4	0	0	3	0	0	5	6	0	7	0	7	0	2	4	1	5	4	2	2	3	0	0	0	4	0
1972	0	0	13	0	0	0	5	0	1	6	0	0	3	5	0	7	0	3	6	1	6	2	4	3	3	4	3	0	0	0	4	0
1973	6	0	41	0	0	0	0	0	2	4	0	0	5	5	0	7	0	5	4	4	6	0	2	5	3	4	2	0	0	1	3	0
1974	0	0	8	0	0	0	0	0	1	7	0	0	2	7	0	7	0	5	4	2	7	1	1	2	0	4	0	0	0	0	8	0
1975	3	6	23	0	0	0	4	2	3	3	0	0	3	8	1	5	0	2	3	3	3	2	5	3	2	5	4	0	0	1	2	0
1976	0	6	13	0	0	0	0	0	0	6	0	0	2	4	0	9	0	6	0	2	4	0	5	2	0	3	0	0	0	0	4	0
1977	0	6	31	0	0	0	3	0	3	1	0	0	6	7	0	5	0	3	7	3	5	1	5	5	3	4	3	0	0	0	2	0
1978	4	0	38	0	0	0	3	2	0	4	0	0	8	8	1	7	0	4	3	6	3	1	7	8	0	4	1	0	0	1	2	0
1979	0	5	35	0	0	0	3	0	2	5	0	0	4	4	0	8	0	5	8	3	3	1	5	4	3	2	5	0	0	0	2	0
1980	2	6	9	0	0	0	3	2	1	4	0	0	6	9	1	6	0	5	8	4	5	3	5	5	2	4	1	0	0	1	3	0
1981	0	6	9	0	0	0	7	0	4	4	0	0	2	9	0	9	0	5	9	0	3	3	5	2	2	4	5	0	0	0	0	0
1982	6	6	33	0	0	0	3	2	0	3	0	0	5	2	1	7	0	7	2	3	4	2	6	6	3	2	0	0	0	1	3	0
1983	0	0	35	0	0	0	4	0	4	5	0	0	5	8	0	6	0	4	1	4	6	0	1	7	1	5	2	0	0	0	0	0
1984	4	6	8	0	0	0	0	2	0	7	0	0	2	2	1	3	0	2	0	0	4	0	2	0	0	5	2	0	0	1	5	0
1985	0	6	24	0	0	0	2	0	4	2	0	0	6	6	0	6	0	4	8	2	3	1	4	5	5	3	2	0	0	0	1	0
1986	2	0	9	0	0	0	3	2	2	4	0	0	3	8	1	7	0	3	8	2	6	2	6	4	4	4	2	0	0	1	2	0
1987	6	0	4	0	0	0	3	0	4	6	0	0	5	8	0	6	0	5	6	2	3	2	3	3	3	2	1	0	0	1	3	0
1988	4	0	9	0	0	0	4	2	1	4	0	0	2	6	1	7	0	4	6	2	5	2	3	2	2	4	3	0	0	1	5	0
1989	4	5	33	0	1	0	4	2	0	3	2	0	4	6	1	7	0	8	0	1	7	2	6	4	1	0	2	0	0	1	3	0
1990	3	5	9	0	0	0	2	2	1	4	0	0	7	9	1	7	0	4	6	4	7	1	3	6	4	4	2	0	0	1	5	0
1991	4	6	3	0	0	0	4	2	3	6	0	0	2	2	1	6	0	5	6	0	2	0	4	2	0	4	3	0	0	1	3	1
1992	4	6	8	0	0	0	5	2	1	7	0	0	2	5	1	7	1	5	1	2	7	3	2	2	1	3	3	0	0	1	6	0
1993	3	0	37	0	0	0	3	0	0	4	0	0	4	4	0	6	0	5	0	2	4	1	4	2	3	4	5	0	0	1	4	0
1994	0	0	33	0	0	0	1	0	1	3	0	0	3	7	0	7	0	7	2	4	3	1	3	2	4	0	5	0	0	0	4	0
1995	2	0	24	0	0	0	2	2	4	2	0	0	6	6	1	6	0	4	8	2	3	1	4	5	5	3	2	0	0	1	1	0
1996	4	6	41	0	0	0	0	2	2	4	0	0	9	9	1	9	0	5	4	3	6	0	6	4	3	2	4	0	0	1	2	0
1997	4	6	23	0	0	0	4	0	2	3	0	0	4	5	0	7	0	6	4	1	4	3	6	4	3	1	2	0	0	1	2	0
1998	4	6	1	0	0	0	3	0	2	8	0	0	1	2	0	7	0	5	0	0	6	1	1	0	1	4	5	0	0	1	6	0
1999	3	6	10	0	1	0	3	2	0	8	3	0	3	4	1	8	0	6	4	3	6	0	2	5	3	2	2	0	0	1	5	0
2000	4	6	33	0	0	0	4	2	2	3	0	0	4	5	1	9	2	4	0	5	5	0	7	4	0	3	5	0	0	1	0	0
2001	4	0	31	0	0	0	5	2	4	1	0	0	5	7	1	8	0	4	9	2	4	2	4	5	3	3	2	0	0	1	2	0
2002	1	0	28	0	0	0	2	2	2	1	0	0	7	9	1	0	0	5	8	1	0	0	7	2	4	0	2	0	0	1	0	0
2003	0	0	8	0	0	0	5	0	0	7	0	0	2	2	0	7	0	6	0	0	6	2	5	2	0	2	3	0	0	0	0	0
2004	3	6	2	0	0	0	4	2	3	6	0	0	1	5	1	5	0	5	2	1	4	3	1	1	1	3	1	0	0	1	4	0
2005	6	6	33	0	0	0	3	2	2	3	0	0	5	6	1	6	0	5	3	2	6	3	4	4	3	3	2	0	0	1	3	0
2006	3	6	38	0	0	0	1	2	6	4	0	0	8	8	1	3	0	7	8	3	4	1	2	4	5	2	1	0	0	1	2	0
2007	0	0	23	0	0	0	4	0	2	4	0	0	1	6	0	4	0	2	1	0	1	3	2	3	2	5	3	0	0	0	7	0
2008	0	0	38	0	0	0	3	0	3	4	0	0	4	8	0	8	0	6	9	1	7	1	5	4	5	1	5	0	0	0	2	0
2009	0	0	3	0	0	0	4	0	0	6	0	0	5	7	0	7	0	6	3	2	4	3	4	4	4	2	2	0	0	0	5	0
2010	3	0	36	0	0	0	3	0	0	3	0	0	5	8	0	7	0	4	5	4	3	1	6	5	0	4	1	0	0	1	3	0
2011	0	6	39	0	0	0	2	0	4	5	0	0	6	7	0	5	0	5	5	3	5	1	4	5	3	3	1	0	0	0	1	0
2012	3	6	33	0	0	0	2	1	4	3	0	0	8	8	1	6	0	6	8	2	8	0	4	6	5	1	1	0	0	1	2	0
2013	0	6	31	0	0	0	3	0	1	1	0	0	7	9	0	6	0	5	4	3	3	0	7	6	4	2	2	0	0	0	2	0
2014	4	6	9	0	0	0	4	2	0	4	0	0	3	8	1	6	0	4	0	2	5	0	6	3	3	5	4	0	0	1	0	1
2015	0	0	8	0	0	0	4	0	1	7	0	0	1	5	0	7	0	5	1	1	6	3	3	2	2	3	2	0	0	0	5	0
2016	0	0	38	0	0	0	3	0	1	4	0	0	6	7	0	6	0	4	5	3	7	1	4	6	3	5	3	0	0	0	4	0
2017	3	0	35	0	0	0	2	0	3	5	0	0	6	6	0	6	0	5	5	3	4	1	4	5	3	3	2	0	0	1	2	0
2018	2	0	25	0	0	0	4	2	6	1	0	0	3	7	1	2	0	2	8	3	1	2	3	2	3	7	4	0	0	1	1	0
2019	0	0	12	0	0	0	6	0	2	7	0	0	2	4	0	9	0	3	0	0	5	2	3	1	2	3	5	0	0	0	5	0
2020	0	6	36	0	0	0	2	0	0	3	0	0	5	5	0	6	0	8	3	2	5	1	0	3	1	1	4	0	0	0	7	0
2021	3	0	38	0	0	0	2	0	3	4	0	0	5	7	0	7	0	6	0	3	6	0	0	0	2	3	5	0	0	1	6	0
2022	4	0	8	0	0	0	5	2	1	7	0	0	2	4	1	9	0	5	0	2	7	3	2	2	1	1	3	0	0	1	7	0
2023	0	6	39	0	0	0	0	0	3	5	0	0	4	7	0	6	0	6	0	5	4	0	4	9	4	2	0	0	0	0	3	0
2024	2	0	9	0	0	0	5	0	2	4	0	0	4	7	0	7	0	3	3	1	4	1	5	2	2	4	3	0	0	1	3	0
2025	0	5	22	0	0	0	6	0	3	2	0	0	2	6	0	3	0	5	9	1	1	4	4	3	3	2	3	0	0	0	3	0
2026	6	6	41	0	1	0	2	0	1	4	2	0	3	2	0	3	1	7	0	0	6	2	5	1	1	2	5	0	0	1	4	0
2027	4	0	38	0	0	0	3	2	2	5	0	0	2	2	1	7	0	6	5	3	9	3	0	4	0	2	3	0	0	1	4	1
2028	4	0	30	0	0	0	2	0	5	2	0	0	8	8	0	5	0	6	7	4	3	1	2	5	3	3	1	0	0	1	3	0
2029	4	6	13	0	0	0	6	2	1	6	0	0	1	6	1	7	0	4	7	1	6	2	5	2	1	3	5	0	0	1	4	0
2030	0	0	39	0	0	0	3	0	0	5	0	0	4	4	0	6	0	5	0	2	4	1	4	2	1	4	5	0	0	0	4	0
2031	0	0	11	0	0	0	2	2	3	6	0	0	4	5	1	4	0	4	0	0	3	2	5	0	4	0	0	0	0	0	1	0
2032	3	0	37	0	0	0	4	0	2	4	0	0	5	8	0	7	0	6	2	2	3	1	4	4	4	2	4	0	0	1	4	0
2033	5	6	33	0	0	0	2	2	0	3	0	0	6	3	1	6	0	9	0	5	7	2	5	5	0	0	2	0	0	1	4	0
2034	0	0	35	0	0	0	3	0	1	5	0	0	6	7	0	7	0	6	2	2	5	2	4	4	3	3	3	0	0	0	4	0
2035	0	6	35	0	0	0	2	0	5	5	0	0	7	8	0	5	0	7	3	3	3	0	2	6	5	2	3	0	0	0	3	1
2036	3	6	34	0	0	0	2	2	0	6	0	0	7	9	1	5	0	7	2	4	5	0	5	5	2	2	4	0	0	1	4	0
2037	2	5	13	0	0	0	5	1	3	6	0	0	1	5	1	7	0	3	6	1	6	2	3	3	1	4	4	0	0	1	4	0
2038	5	6	40	0	0	0	0	0	6	3	0	0	9	7	0	7	0	3	0	3	5	0	3	3	0	6	6	0	0	1	0	0
2039	3	6	41	0	0	0	0	2	2	4	0	0	9	9	1	9	0	5	4	3	6	0	6	4	3	2	4	0	0	1	2	0
2040	2	0	13	0	0	0	5	2	3	6	0	0	1	5	1	7	0	3	6	1	6	2	3	3	1	4	4	0	0	1	4	0
2041	0	0	33	0	0	0	3	0	4	3	0	0	6	8	0	6	0	4	5	3	4	2	4	4	2	5	3	0	0	0	2	0
2042	0	6	1	0	0	0	4	0	0	8	0	0	0	3	0	6	0	6	0	2	5	2	6	0	0	2	4	0	0	0	3	0
2043	1	0	23	0	0	0	2	2	5	3	0	0	4	6	1	7	0	2	6	3	2	2	0	4	1	3	0	0	0	1	0	0
2044	5	6	41	0	0	0	2	0	0	4	0	0	7	6	0	6	0	5	2	0	6	2	0	2	3	3	6	0	0	1	9	0
2045	4	0	30	0	0	0	2	2	5	2	0	0	8	8	1	5	0	6	7	4	3	1	2	5	3	3	1	0	0	1	3	0
2046	0	5	27	0	0	0	2	2	2	1	0	0	9	9	1	7	0	4	9	3	4	0	7	3	3	3	2	0	0	0	0	0
2047	4	6	6	0	0	0	9	2	0	8	0	0	3	5	1	6	0	4	0	0	6	0	3	0	0	4	6	0	0	1	2	0
2048	0	6	33	0	0	0	2	0	1	3	0	0	5	9	0	9	0	4	0	5	6	2	5	5	3	5	2	0	0	0	4	0
2049	2	0	24	0	0	0	3	2	5	2	0	0	4	6	1	6	0	4	8	2	3	1	3	4	2	4	2	0	0	1	2	0
2050	2	5	23	0	0	0	0	2	5	3	0	0	9	8	1	5	0	1	9	3	4	0	4	3	6	6	0	0	0	1	0	0
2051	4	6	9	0	0	0	5	2	1	4	0	0	3	7	1	7	0	5	7	1	5	4	8	3	2	2	2	0	0	2	1	0
2052	0	5	29	0	0	0	2	0	2	3	0	0	9	8	0	8	0	5	4	2	3	0	4	6	5	4	0	0	0	0	4	0
2053	4	0	8	0	0	0	5	2	0	7	0	0	3	5	1	5	0	4	2	2	4	1	2	4	1	5	3	0	0	1	3	0
2054	0	0	39	0	0	0	0	2	2	5	0	0	4	5	1	7	0	7	1	2	7	0	3	2	4	0	2	0	0	0	2	0
2055	3	0	8	0	0	0	4	0	2	7	0	0	3	6	0	7	0	5	3	2	6	2	0	4	2	3	3	0	0	1	7	0
2056	5	6	3	0	0	0	6	2	0	6	0	0	5	7	1	7	1	6	2	1	4	2	5	3	3	3	2	0	0	1	4	0
2057	0	0	34	0	0	0	3	0	2	6	0	0	9	6	0	7	0	4	2	3	3	0	4	4	1	5	0	0	0	0	4	0
2058	0	6	1	0	0	0	0	0	2	8	0	0	2	2	0	9	0	2	0	2	2	0	2	1	0	7	4	0	0	0	5	0
2059	5	6	41	0	0	0	2	0	3	4	0	0	5	6	0	5	0	7	2	3	5	1	4	4	1	3	3	0	0	1	4	0
2060	0	6	9	0	0	0	5	0	3	4	0	0	4	5	0	5	0	5	9	2	4	2	4	4	1	2	3	0	0	0	4	0
2061	0	0	24	0	0	0	2	0	4	2	0	0	6	9	0	6	1	4	6	2	3	1	3	5	6	5	1	0	0	0	3	0
2062	0	5	35	0	0	0	3	0	1	5	0	0	6	7	0	7	0	6	2	2	5	2	4	4	3	3	3	0	0	0	4	0
2063	0	6	39	0	0	0	4	0	1	5	0	0	6	5	0	5	0	6	2	0	8	2	4	3	3	3	2	0	0	0	2	0
2064	4	0	11	0	0	0	6	2	0	6	0	0	8	7	1	5	0	7	1	0	2	0	3	8	3	0	1	0	0	1	5	1
2065	0	0	27	0	0	0	2	0	5	1	0	0	8	7	0	8	0	5	9	4	3	0	4	7	3	3	1	0	0	0	0	0
2066	0	5	29	0	0	0	4	0	2	4	0	0	3	5	0	2	0	1	3	1	3	2	3	4	2	4	2	0	0	0	4	0
2067	1	5	20	0	0	0	5	2	4	2	0	0	4	8	1	7	0	5	9	1	1	2	3	4	4	4	4	0	0	1	2	0
